timestamp,iso_timestamp,record_number,operation_mode,state,ax,ay,az,pitch,roll,gx,gy,gz,latitude,longitude,gps_altitude,gps_time,pressure,temperature,agl_altitude,velocity,pyro1_state,pyro2_state,battery_voltage,wifi_rssi,kalman_altitude,kalman_vertical_velocity,communication_mode,raw_data,t
2025-08-07 15:52:46.204947,2025-08-07T15:52:46.204947,1380,1,0,0.49,0.13,1.36,-37.0,-10.47,-6.07,-42.53,-30.7,-1.10612,36.97576,1543.5,12524600,845.53,27.28,4.49,0,0,0,0,-72,4.35,4.52,BEACON,"{""record_number"": 1380, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -72, ""acc_data"": {""ax"": 0.49, ""ay"": 0.13, ""az"": 1.36, ""pitch"": -37, ""roll"": -10.47}, ""gyro_data"": {""gx"": -6.07, ""gy"": -42.53, ""gz"": -30.7}, ""gps_data"": {""latitude"": -1.10612, ""longitude"": 36.97576, ""gps_altitude"": 1543.5, ""time"": 12524600}, ""alt_data"": {""pressure"": 845.53, ""temperature"": 27.28, ""AGL"": 4.49, ""velocity"": 0, ""kalman_altitude"": 4.35, ""kalman_vertical_velocity"": 4.52}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -72}, ""communication_mode"": ""BEACON"", ""timestamp"": 561682, ""packets_received"": 3153, ""kalman_data"": {""altitude"": 4.35, ""vertical_velocity"": 4.52}, ""kalman_altitude"": 4.35, ""kalman_vertical_velocity"": 4.52}",456.6115
2025-08-07 15:52:46.469813,2025-08-07T15:52:46.469813,1388,1,0,-0.87,-0.12,1.18,39.27,-9.01,-11.31,-77.65,9.97,-1.10612,36.97576,1543.5,12524600,845.49,27.27,4.94,0,0,0,0,-71,4.72,4.75,BEACON,"{""record_number"": 1388, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -71, ""acc_data"": {""ax"": -0.87, ""ay"": -0.12, ""az"": 1.18, ""pitch"": 39.27, ""roll"": -9.01}, ""gyro_data"": {""gx"": -11.31, ""gy"": -77.65, ""gz"": 9.97}, ""gps_data"": {""latitude"": -1.10612, ""longitude"": 36.97576, ""gps_altitude"": 1543.5, ""time"": 12524600}, ""alt_data"": {""pressure"": 845.49, ""temperature"": 27.27, ""AGL"": 4.94, ""velocity"": 0, ""kalman_altitude"": 4.72, ""kalman_vertical_velocity"": 4.75}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -71}, ""communication_mode"": ""BEACON"", ""timestamp"": 561906, ""packets_received"": 3154, ""kalman_data"": {""altitude"": 4.72, ""vertical_velocity"": 4.75}, ""kalman_altitude"": 4.72, ""kalman_vertical_velocity"": 4.75}",456.876366
2025-08-07 15:52:46.717554,2025-08-07T15:52:46.717554,1396,1,0,-0.27,0.03,0.93,-15.38,-3.19,-20.61,71.55,74.39,-1.10612,36.97576,1543.5,12524600,845.42,27.26,5.66,0,0,0,0,-69,5.35,5.13,BEACON,"{""record_number"": 1396, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -69, ""acc_data"": {""ax"": -0.27, ""ay"": 0.03, ""az"": 0.93, ""pitch"": -15.38, ""roll"": -3.19}, ""gyro_data"": {""gx"": -20.61, ""gy"": 71.55, ""gz"": 74.39}, ""gps_data"": {""latitude"": -1.10612, ""longitude"": 36.97576, ""gps_altitude"": 1543.5, ""time"": 12524600}, ""alt_data"": {""pressure"": 845.42, ""temperature"": 27.26, ""AGL"": 5.66, ""velocity"": 0, ""kalman_altitude"": 5.35, ""kalman_vertical_velocity"": 5.13}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -69}, ""communication_mode"": ""BEACON"", ""timestamp"": 562145, ""packets_received"": 3155, ""kalman_data"": {""altitude"": 5.35, ""vertical_velocity"": 5.13}, ""kalman_altitude"": 5.35, ""kalman_vertical_velocity"": 5.13}",457.124107
2025-08-07 15:52:46.814866,2025-08-07T15:52:46.814866,1401,1,0,-0.43,-0.15,1.06,-10.78,-11.39,26.07,-51.28,54.21,-1.10612,36.97576,1543.5,12524600,845.45,27.29,5.28,0,0,0,0,-68,5.27,5.06,BEACON,"{""record_number"": 1401, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -68, ""acc_data"": {""ax"": -0.43, ""ay"": -0.15, ""az"": 1.06, ""pitch"": -10.78, ""roll"": -11.39}, ""gyro_data"": {""gx"": 26.07, ""gy"": -51.28, ""gz"": 54.21}, ""gps_data"": {""latitude"": -1.10612, ""longitude"": 36.97576, ""gps_altitude"": 1543.5, ""time"": 12524600}, ""alt_data"": {""pressure"": 845.45, ""temperature"": 27.29, ""AGL"": 5.28, ""velocity"": 0, ""kalman_altitude"": 5.27, ""kalman_vertical_velocity"": 5.06}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -68}, ""communication_mode"": ""BEACON"", ""timestamp"": 562279, ""packets_received"": 3156, ""kalman_data"": {""altitude"": 5.27, ""vertical_velocity"": 5.06}, ""kalman_altitude"": 5.27, ""kalman_vertical_velocity"": 5.06}",457.221419
2025-08-07 15:52:46.937809,2025-08-07T15:52:46.937809,1405,1,0,0.03,0.05,0.99,4.06,7.24,-4.66,54.54,65.82,-1.10612,36.97576,1543.5,12524600,845.31,27.24,6.72,0,0,0,0,-69,6.37,5.74,BEACON,"{""record_number"": 1405, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -69, ""acc_data"": {""ax"": 0.03, ""ay"": 0.05, ""az"": 0.99, ""pitch"": 4.06, ""roll"": 7.24}, ""gyro_data"": {""gx"": -4.66, ""gy"": 54.54, ""gz"": 65.82}, ""gps_data"": {""latitude"": -1.10612, ""longitude"": 36.97576, ""gps_altitude"": 1543.5, ""time"": 12524600}, ""alt_data"": {""pressure"": 845.31, ""temperature"": 27.24, ""AGL"": 6.72, ""velocity"": 0, ""kalman_altitude"": 6.37, ""kalman_vertical_velocity"": 5.74}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -69}, ""communication_mode"": ""BEACON"", ""timestamp"": 562392, ""packets_received"": 3157, ""kalman_data"": {""altitude"": 6.37, ""vertical_velocity"": 5.74}, ""kalman_altitude"": 6.37, ""kalman_vertical_velocity"": 5.74}",457.344362
2025-08-07 15:52:47.011470,2025-08-07T15:52:47.011470,1409,1,0,0.34,-0.07,1.01,34.99,-6.92,-30.91,24.57,44.85,-1.10612,36.97576,1543.5,12524600,845.34,27.26,6.38,0,0,0,0,-71,6.37,5.72,BEACON,"{""record_number"": 1409, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -71, ""acc_data"": {""ax"": 0.34, ""ay"": -0.07, ""az"": 1.01, ""pitch"": 34.99, ""roll"": -6.92}, ""gyro_data"": {""gx"": -30.91, ""gy"": 24.57, ""gz"": 44.85}, ""gps_data"": {""latitude"": -1.10612, ""longitude"": 36.97576, ""gps_altitude"": 1543.5, ""time"": 12524600}, ""alt_data"": {""pressure"": 845.34, ""temperature"": 27.26, ""AGL"": 6.38, ""velocity"": 0, ""kalman_altitude"": 6.37, ""kalman_vertical_velocity"": 5.72}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -71}, ""communication_mode"": ""BEACON"", ""timestamp"": 562505, ""packets_received"": 3158, ""kalman_data"": {""altitude"": 6.37, ""vertical_velocity"": 5.72}, ""kalman_altitude"": 6.37, ""kalman_vertical_velocity"": 5.72}",457.418023
2025-08-07 15:52:47.255868,2025-08-07T15:52:47.255868,1418,1,0,1.02,-0.34,1.24,-49.21,-10.12,-27.53,2.07,-85.82,-1.106119,36.97576,1544.9,12524700,845.36,27.27,6.19,0,0,0,0,-74,6.15,5.55,BEACON,"{""record_number"": 1418, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -74, ""acc_data"": {""ax"": 1.02, ""ay"": -0.34, ""az"": 1.24, ""pitch"": -49.21, ""roll"": -10.12}, ""gyro_data"": {""gx"": -27.53, ""gy"": 2.07, ""gz"": -85.82}, ""gps_data"": {""latitude"": -1.106119, ""longitude"": 36.97576, ""gps_altitude"": 1544.9, ""time"": 12524700}, ""alt_data"": {""pressure"": 845.36, ""temperature"": 27.27, ""AGL"": 6.19, ""velocity"": 0, ""kalman_altitude"": 6.15, ""kalman_vertical_velocity"": 5.55}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -74}, ""communication_mode"": ""BEACON"", ""timestamp"": 562731, ""packets_received"": 3159, ""kalman_data"": {""altitude"": 6.15, ""vertical_velocity"": 5.55}, ""kalman_altitude"": 6.15, ""kalman_vertical_velocity"": 5.55}",457.662421
2025-08-07 15:52:47.342756,2025-08-07T15:52:47.342756,1422,1,0,0.01,0.15,0.72,20.68,17.21,-23.45,-31.59,-64.94,-1.106119,36.97576,1544.9,12524700,845.37,27.27,6.08,0,0,0,0,-77,6.12,5.49,BEACON,"{""record_number"": 1422, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -77, ""acc_data"": {""ax"": 0.01, ""ay"": 0.15, ""az"": 0.72, ""pitch"": 20.68, ""roll"": 17.21}, ""gyro_data"": {""gx"": -23.45, ""gy"": -31.59, ""gz"": -64.94}, ""gps_data"": {""latitude"": -1.106119, ""longitude"": 36.97576, ""gps_altitude"": 1544.9, ""time"": 12524700}, ""alt_data"": {""pressure"": 845.37, ""temperature"": 27.27, ""AGL"": 6.08, ""velocity"": 0, ""kalman_altitude"": 6.12, ""kalman_vertical_velocity"": 5.49}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -77}, ""communication_mode"": ""BEACON"", ""timestamp"": 562843, ""packets_received"": 3160, ""kalman_data"": {""altitude"": 6.12, ""vertical_velocity"": 5.49}, ""kalman_altitude"": 6.12, ""kalman_vertical_velocity"": 5.49}",457.749309
2025-08-07 15:52:47.475266,2025-08-07T15:52:47.475266,1426,1,0,0.53,-0.09,1.05,3.73,-20.98,-5.55,-30.27,-59.24,-1.106119,36.97576,1544.9,12524700,845.35,27.27,6.3,0,0,0,0,-75,6.35,5.6,BEACON,"{""record_number"": 1426, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -75, ""acc_data"": {""ax"": 0.53, ""ay"": -0.09, ""az"": 1.05, ""pitch"": 3.73, ""roll"": -20.98}, ""gyro_data"": {""gx"": -5.55, ""gy"": -30.27, ""gz"": -59.24}, ""gps_data"": {""latitude"": -1.106119, ""longitude"": 36.97576, ""gps_altitude"": 1544.9, ""time"": 12524700}, ""alt_data"": {""pressure"": 845.35, ""temperature"": 27.27, ""AGL"": 6.3, ""velocity"": 0, ""kalman_altitude"": 6.35, ""kalman_vertical_velocity"": 5.6}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -75}, ""communication_mode"": ""BEACON"", ""timestamp"": 562971, ""packets_received"": 3161, ""kalman_data"": {""altitude"": 6.35, ""vertical_velocity"": 5.6}, ""kalman_altitude"": 6.35, ""kalman_vertical_velocity"": 5.6}",457.881819
2025-08-07 15:52:47.603573,2025-08-07T15:52:47.603573,1431,1,0,-1.65,0.07,1.01,-4.54,-20.47,-6.28,-93.32,48.75,-1.106119,36.97576,1544.9,12524700,845.3,27.27,6.79,0,0,0,0,-76,6.69,5.79,BEACON,"{""record_number"": 1431, ""operation_mode"": 1, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -76, ""acc_data"": {""ax"": -1.65, ""ay"": 0.07, ""az"": 1.01, ""pitch"": -4.54, ""roll"": -20.47}, ""gyro_data"": {""gx"": -6.28, ""gy"": -93.32, ""gz"": 48.75}, ""gps_data"": {""latitude"": -1.106119, ""longitude"": 36.97576, ""gps_altitude"": 1544.9, ""time"": 12524700}, ""alt_data"": {""pressure"": 845.3, ""temperature"": 27.27, ""AGL"": 6.79, ""velocity"": 0, ""kalman_altitude"": 6.69, ""kalman_vertical_velocity"": 5.79}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -76}, ""communication_mode"": ""BEACON"", ""timestamp"": 563096, ""packets_received"": 3162, ""kalman_data"": {""altitude"": 6.69, ""vertical_velocity"": 5.79}, ""kalman_altitude"": 6.69, ""kalman_vertical_velocity"": 5.79}",458.010126
